POLASI3, 1.000000 
POLASI4, 0.492537 
POLRPG4, 0.462687 
POLPSI7, 0.402985 
POLPDI1, 0.298507 
POLRFS4, 0.298507 
POLPSI3, 0.283582 
POLASI2, 0.223881 
POLASI5, 0.208955 
POLRPG34, 0.194030 
POLPSI5, 0.179104 
POLPDI3, 0.179104 
POLPDI2, 0.164179 
POLRPG33, 0.149254 
POLRPG25, 0.149254 
POLPSI6, 0.149254 
POLRPG26, 0.134328 
POLPDI4, 0.119403 
POLPSI8, 0.104478 
POLRPG30, 0.104478 
POLRPG16, 0.104478 
POLPSI1, 0.089552 
POLRPG24, 0.074627 
POLPPD1, 0.074627 
POLRPG8, 0.074627 
POLRPG48, 0.059701 
POLRPG32, 0.044776 
POLRPG43, 0.029851 
POLASI1, 0.029851 
POLRPG22, 0.029851 
POLRPG10, 0.029851 
POLRPG15, 0.029851 
POLRPG38, 0.029851 
POLRPG23, 0.029851 
POLRPG21, 0.029851 
POLRPG5, 0.029851 
POLRFS5, 0.029851 
POLRPG47, 0.014925 
POLRPG36, 0.014925 
POLRPG42, 0.014925 
POLRPG40, 0.014925 
POLRPG14, 0.014925 
POLRPG18, 0.014925 
POLRPG46, 0.014925 
POLRPG45, 0.014925 
POLRPG20, 0.014925 
POLRPG29, 0.014925 
POLRPG17, 0.014925 
POLPSI4, 0.014925 
POLRFS3, 0.014925 
POLPPD5, 0.014925 
POLRPG12, 0.014925 
POLRPG2, 0.014925 
POLASI6, 0.014925 
POLRPG1, 0.014925 
POLRPG44, 0.000000 
POLPPD4, 0.000000 
POLPPD6, 0.000000 
POLRPG6, 0.000000 
POLRPG31, 0.000000 
POLRFS2, 0.000000 
POLPSI2, 0.000000 
POLRPG41, 0.000000 
POLRPG13, 0.000000 
POLRPG37, 0.000000 
POLPPD7, 0.000000 
POLPPD2, 0.000000 
POLPPD3, 0.000000 
POLRPG28, 0.000000 
POLRPG19, 0.000000 
POLRPG3, 0.000000 
POLRFS1, 0.000000 
POLAPD3, 0.000000 
POLRPG27, 0.000000 
POLRFS6, 0.000000 
POLAPD4, 0.000000 
POLPPD8, 0.000000 
POLRPG11, 0.000000 
POLAPD1, 0.000000 
POLAPD6, 0.000000 
POLAPD2, 0.000000 
POLAPD5, 0.000000 
POLAPD8, 0.000000 
POLAPD7, 0.000000 
POLRPG9, 0.000000 
