    M8, 1.000000 
    M7, 0.967033 
    C2, 0.945055 
    C1, 0.417582 
    C8, 0.329670 
    Y1, 0.318681 
    O1, 0.285714 
    F7, 0.285714 
    C7, 0.285714 
    U2, 0.285714 
    U4, 0.285714 
    U7, 0.285714 
    P1, 0.285714 
    H7, 0.285714 
    N9, 0.285714 
    L2, 0.274725 
    O3, 0.274725 
    Y7, 0.274725 
    X1, 0.274725 
    X7, 0.274725 
    X8, 0.274725 
    C3, 0.274725 
    C9, 0.274725 
    Z1, 0.274725 
    P2, 0.274725 
    P3, 0.274725 
    P7, 0.274725 
    W1, 0.274725 
    W2, 0.274725 
    W5, 0.274725 
    W6, 0.274725 
    N7, 0.274725 
   N10, 0.274725 
    L6, 0.263736 
    O2, 0.263736 
    O5, 0.263736 
    O6, 0.263736 
    F4, 0.263736 
    F5, 0.263736 
    F9, 0.263736 
    X2, 0.263736 
    Z8, 0.263736 
    U1, 0.263736 
    U3, 0.263736 
    U5, 0.263736 
    U8, 0.263736 
    H1, 0.263736 
    H2, 0.263736 
    M1, 0.263736 
    M5, 0.263736 
    M6, 0.263736 
    N2, 0.263736 
    N8, 0.263736 
    L1, 0.252747 
    F1, 0.252747 
    Y2, 0.252747 
    Y3, 0.252747 
    Y6, 0.252747 
    U6, 0.252747 
    P4, 0.252747 
    P5, 0.252747 
    W7, 0.252747 
    S3, 0.252747 
    S8, 0.252747 
    M9, 0.252747 
    L3, 0.241758 
    F2, 0.241758 
    F3, 0.241758 
    U9, 0.241758 
    P6, 0.241758 
    P9, 0.241758 
    W8, 0.241758 
    S1, 0.241758 
    S2, 0.241758 
    S4, 0.241758 
    S7, 0.241758 
    M2, 0.241758 
    M3, 0.241758 
    N1, 0.241758 
    N3, 0.241758 
    O7, 0.230769 
    Z2, 0.230769 
    Z7, 0.230769 
    H6, 0.230769 
    S5, 0.230769 
    S6, 0.230769 
    F8, 0.208791 
    P8, 0.153846 
