    S7, 1.000000 
    X1, 0.679245 
    N3, 0.660377 
    U9, 0.622642 
    O7, 0.528302 
    S5, 0.528302 
    U8, 0.471698 
    F1, 0.452830 
    F5, 0.452830 
    F8, 0.452830 
    F9, 0.452830 
    Z2, 0.377358 
    U7, 0.377358 
    F2, 0.358491 
    S3, 0.358491 
    Z7, 0.339623 
    W8, 0.339623 
    C9, 0.320755 
    S2, 0.320755 
    S4, 0.301887 
    S6, 0.301887 
    F3, 0.226415 
    U6, 0.226415 
    C8, 0.207547 
    S1, 0.207547 
    X8, 0.188679 
    Z8, 0.188679 
    P9, 0.188679 
    N1, 0.169811 
    Y6, 0.150943 
    L3, 0.132075 
    O2, 0.132075 
    Y2, 0.113208 
    C7, 0.113208 
    P3, 0.113208 
    L6, 0.094340 
    F4, 0.094340 
    N9, 0.094340 
    P5, 0.075472 
    P8, 0.056604 
    H7, 0.056604 
    L1, 0.037736 
    O6, 0.037736 
    P2, 0.037736 
    P4, 0.037736 
    H6, 0.037736 
    M7, 0.037736 
    M8, 0.037736 
    L2, 0.018868 
    O5, 0.018868 
    F7, 0.018868 
    Y1, 0.018868 
    W7, 0.018868 
    H2, 0.018868 
    M2, 0.018868 
    N2, 0.018868 
    N7, 0.018868 
    O1, 0.000000 
    O3, 0.000000 
    Y3, 0.000000 
    Y7, 0.000000 
    X2, 0.000000 
    X7, 0.000000 
    C1, 0.000000 
    C2, 0.000000 
    C3, 0.000000 
    Z1, 0.000000 
    U1, 0.000000 
    U2, 0.000000 
    U3, 0.000000 
    U4, 0.000000 
    U5, 0.000000 
    P1, 0.000000 
    P6, 0.000000 
    P7, 0.000000 
    W1, 0.000000 
    W2, 0.000000 
    W5, 0.000000 
    W6, 0.000000 
    H1, 0.000000 
    S8, 0.000000 
    M1, 0.000000 
    M3, 0.000000 
    M5, 0.000000 
    M6, 0.000000 
    M9, 0.000000 
    N8, 0.000000 
   N10, 0.000000 
